name,elevation,aspect,horizontal_distance_to_roadways,time_in,time_out
ngbjsnzo,0.471,0.225,0.456,948,1183
tyyeisqi,0.469,0.233,0.453,291,913
ieuvcaoq,0.467,0.175,0.451,64,1817
xrxbuwah,0.467,0.15,0.448,406,1572
urhonhrx,0.465,0.153,0.445,663,1451
rqapoudz,0.464,0.117,0.442,887,1828
lbsqpepb,0.462,0.092,0.439,993,1606
exouitbo,0.461,0.961,0.437,184,272
ilpdvjeq,0.464,0.997,0.434,749,1809
vrjffczc,0.462,0.042,0.431,506,1252
cstwktco,0.462,0.006,0.429,786,1737
strignop,0.462,0.1,0.426,663,1618
aqqrruah,0.461,0.169,0.423,120,1190
haaoxrfb,0.458,0.2,0.421,360,535
ddzobytn,0.458,0.233,0.418,987,1794
abdlvzwn,0.455,0.192,0.416,203,848
txrtgtoh,0.455,0.983,0.413,161,686
cpzzxekf,0.455,0.036,0.411,624,1765
wuvfxbpb,0.454,0.058,0.408,133,847
durmznmc,0.452,0.069,0.406,51,1991
bmkmegfw,0.452,0.108,0.403,815,1428
tmocdbmu,0.45,0.153,0.401,320,1081
tidnyrpe,0.449,0.167,0.399,42,307
amatgimk,0.446,0.167,0.396,800,1500
dwxzmnac,0.443,0.139,0.394,148,736
myffkiys,0.442,0.153,0.392,484,891
ypsuiujv,0.442,0.278,0.39,705,1649
pvtyfucf,0.441,0.342,0.388,832,1434
bzgmwbmi,0.438,0.353,0.385,61,1023
vzfrnglo,0.436,0.367,0.383,27,611
pcemxayv,0.433,0.375,0.379,285,641
lgcwguuo,0.431,0.367,0.374,928,1599
rnroupem,0.428,0.356,0.37,967,1019
kswdtuws,0.426,0.328,0.366,860,1995
vgfmmfjl,0.422,0.308,0.362,123,500
ndfmgcyy,0.419,0.311,0.358,849,1582
znitoqwh,0.419,0.039,0.354,433,622
imskhkxr,0.419,0.925,0.349,743,1864
pesuptaz,0.422,0.878,0.345,769,1262
gyhdfzga,0.426,0.933,0.341,560,1405
kepsbqzn,0.425,0.042,0.337,177,207
owmxlhzj,0.423,0.006,0.333,725,907
xweqtyaj,0.424,0.975,0.329,577,1256
ugwnkubm,0.424,0.961,0.324,947,1584
bftqpcry,0.425,0.889,0.32,410,573
ginvugmh,0.427,0.944,0.316,581,866
strxqrzf,0.426,0.039,0.312,897,1298
jcqwtvqw,0.427,0.047,0.308,729,1730
dzweilhp,0.426,0.044,0.303,230,396
mdxyrves,0.426,0.961,0.299,154,946
axhnmtai,0.425,0.875,0.295,498,1728
qjsqmmbr,0.426,0.906,0.291,752,1510
okzzlefg,0.426,0.772,0.287,10,508
tuvsysln,0.427,0.642,0.283,380,1500
xwqhzmxc,0.428,0.517,0.279,49,1096
gudqvbjk,0.427,0.519,0.274,297,1598
gezlqgcu,0.428,0.458,0.27,214,1974
cnzbdhgb,0.426,0.336,0.266,880,1862
nlmdcjyk,0.425,0.825,0.262,26,1946
gmkhgsek,0.427,0.739,0.258,716,1158
stqahrwt,0.43,0.658,0.254,114,1147
dhvtoyom,0.43,0.556,0.25,954,1869
qjmwuypl,0.43,0.55,0.241,712,1195
ujkeizik,0.431,0.75,0.237,597,941
yzwmjnwq,0.431,0.719,0.233,384,1669
toiralvw,0.432,0.744,0.229,25,1036
ludlmcyw,0.434,0.775,0.225,143,1580
pwisextz,0.434,0.022,0.221,51,1194
cqxjjcty,0.434,0.986,0.217,991,1946
ulaynrpx,0.434,0.192,0.213,756,1240
yawcmwll,0.432,0.272,0.209,903,1666
vlllewbq,0.431,0.275,0.204,4,425
gmhrozfz,0.428,0.25,0.2,807,840
narpmxfn,0.422,0.236,0.196,677,1070
fxkvszvg,0.418,0.239,0.192,147,1681
htprvjsk,0.414,0.253,0.188,847,1157
nsqlruwe,0.409,0.264,0.184,23,47
gcruzirk,0.405,0.272,0.18,260,1200
ijjldrhu,0.402,0.286,0.176,48,1742
sandsodi,0.399,0.297,0.172,697,1000
epfpqcky,0.395,0.3,0.168,636,1904
ujkgjfee,0.39,0.311,0.164,640,1549
bdswnfwx,0.387,0.306,0.16,857,1120
exlvarxs,0.382,0.275,0.156,891,1058
gorczktp,0.378,0.244,0.152,569,1496
bhnmgfum,0.374,0.203,0.148,377,1655
pibftyvi,0.371,0.178,0.144,582,1938
izifjnvf,0.367,0.178,0.14,523,779
dhhmhzgk,0.363,0.158,0.136,183,309
zjpbezyo,0.362,0.156,0.132,248,494
kxohnezs,0.358,0.15,0.128,276,304
mswvlhxm,0.357,0.144,0.124,984,1591
rxalvxip,0.355,0.158,0.121,66,1138
vttezfho,0.353,0.069,0.117,3,750
bjgqrepw,0.353,0.036,0.113,527,1562
bgvuxdlt,0.351,0.142,0.109,626,1268
hedbjofd,0.347,0.158,0.106,472,1892
qubxdgov,0.345,0.125,0.102,803,871
lltcqgil,0.343,0.144,0.098,894,1968
wohmdusk,0.34,0.15,0.095,608,1787
qetgivae,0.34,0.186,0.091,221,1743
htouvenf,0.338,0.256,0.088,281,783
tthymkzk,0.335,0.286,0.084,926,1914
rlenarne,0.334,0.308,0.081,501,1203
ltyrjfnp,0.331,0.3,0.078,667,1718
rduibijy,0.328,0.281,0.075,938,1750
ajlmvbgt,0.324,0.267,0.072,534,1757
ktaxhclo,0.323,0.319,0.069,693,1085
pekcfjbm,0.322,0.342,0.066,118,1625
hpqwddae,0.685,0.161,0.594,240,437
vezjotfm,0.683,0.125,0.596,703,1008
dxrsrnrh,0.685,0.328,0.598,469,812
epobjhjg,0.681,0.311,0.599,684,1058
rfspygdt,0.68,0.344,0.601,520,1521
ttdogmzy,0.678,0.35,0.603,844,1410
lhfmjwna,0.676,0.314,0.605,234,862
miytalpz,0.675,0.264,0.607,708,895
tfqprthh,0.671,0.25,0.609,672,898
uoqyltux,0.668,0.264,0.611,815,963
nqimkamx,0.666,0.294,0.613,702,1092
zjkualam,0.665,0.306,0.615,559,885
hegvyemx,0.662,0.406,0.618,322,1117
vsclxwqg,0.663,0.469,0.62,323,670
vdemmvga,0.66,0.375,0.624,883,1993
gjbgjgts,0.66,0.364,0.626,220,1705
hmretjvf,0.657,0.347,0.628,166,263
bndnszuu,0.655,0.394,0.63,528,1125
mghinlbz,0.655,0.417,0.633,52,1312
fvrtveel,0.653,0.392,0.635,487,1857
twsudpyc,0.652,0.331,0.637,533,750
gljudcnc,0.647,0.286,0.64,570,1406
tdkvespw,0.645,0.214,0.642,130,1001
vqzzcyyn,0.642,0.175,0.644,320,1801
hxohmada,0.64,0.058,0.646,754,1076
dteqmksc,0.64,0.906,0.649,968,1596
vdeuzqye,0.644,0.9,0.651,260,1307
ybtbpdul,0.645,0.95,0.654,934,1585
vgrholqh,0.645,0.031,0.656,675,917
gzyoxaxu,0.644,0.086,0.659,585,1910
zjzlykwd,0.642,0.061,0.661,142,1327
txzazxdc,0.64,0.061,0.663,48,1634
tmlclyyf,0.637,0.097,0.666,760,1406
hhgkyqhh,0.634,0.092,0.669,293,976
mloszxaq,0.632,0.083,0.671,474,1172
zzsqoxpj,0.63,0.067,0.674,576,1667
apjfxvls,0.628,0.042,0.676,669,1924
qaplnmve,0.628,0.017,0.679,274,603
wxmrpdkl,0.628,0.011,0.681,902,1227
govglajs,0.627,0.05,0.684,371,541
wzdqkrnq,0.626,0.053,0.687,607,1477
niipudtx,0.625,0.031,0.689,5,912
hrrpxqqt,0.625,0.039,0.692,973,1291
btbgtgjc,0.624,0.072,0.695,555,819
oqyqhbvt,0.621,0.111,0.697,193,1677
thzdcfug,0.617,0.133,0.7,266,1541
zjrimruj,0.613,0.142,0.703,237,1094
bllclxwv,0.609,0.153,0.705,137,366
jyrcnqqh,0.604,0.169,0.708,183,1523
smoyicur,0.598,0.175,0.711,37,831
jwqihiug,0.592,0.172,0.714,136,1641
zyixkalm,0.585,0.161,0.717,238,1939
jbgnvhiu,0.58,0.147,0.719,476,1310
crlkddaa,0.575,0.133,0.722,262,792
ghwfzhml,0.571,0.122,0.725,467,1170
wgoirnij,0.568,0.119,0.728,715,1475
eeffnpux,0.565,0.114,0.731,244,1180
xrxfynfp,0.562,0.097,0.734,884,1982
wkzdukid,0.56,0.992,0.737,788,1584
wwqaabcd,0.563,0.989,0.739,408,1773
fpoievbg,0.56,0.194,0.742,698,1486
mljrkuob,0.555,0.197,0.745,843,1184
dymiemgp,0.552,0.175,0.748,194,1740
xrogiurz,0.548,0.144,0.751,897,1791
hfjhswau,0.548,0.0,0.754,760,1166
uhtnnjvn,0.548,0.625,0.757,899,1354
inmduopu,0.552,0.547,0.76,891,1358
alhjqcgg,0.55,0.386,0.763,232,1241
pwfltikv,0.547,0.447,0.766,86,1626
judmdlyi,0.548,0.569,0.769,769,1030
knxdtzoc,0.558,0.614,0.781,370,1056
ftbztzok,0.562,0.625,0.782,45,443
izrgpytd,0.562,0.633,0.783,594,699
tuwnhghi,0.565,0.633,0.784,805,1350
vdbtjoky,0.566,0.578,0.785,613,681
zplwdwdd,0.568,0.536,0.786,394,1605
cyqtbgsz,0.568,0.5,0.787,760,1066
byhvqsnj,0.568,0.492,0.788,562,1387
pfhutqqw,0.568,0.5,0.789,354,956
nxkompvd,0.568,0.533,0.79,890,1167
elskecvx,0.568,0.564,0.791,980,1753
yazglovg,0.57,0.575,0.792,172,1766
juvoxyhd,0.57,0.642,0.793,897,1051
jhrwtwud,0.573,0.678,0.794,447,590
shznrlyk,0.578,0.642,0.795,666,1830
glrsahpl,0.58,0.514,0.796,83,1688
blovpfnu,0.578,0.633,0.798,347,790
rzzlbwcc,0.583,0.608,0.799,281,1134
faijotkk,0.581,0.5,0.8,47,734
uggzpunn,0.583,0.664,0.801,915,974
suxtidmq,0.588,0.656,0.802,228,524
gzuxhkxl,0.589,0.597,0.803,657,1401
uwjksikm,0.591,0.547,0.804,394,408
jhblbkyp,0.591,0.461,0.806,851,1466
cbnibcws,0.589,0.389,0.807,581,1546
nnfkjoyz,0.586,0.356,0.808,987,1772
ejdacqbm,0.583,0.408,0.809,25,326
pfkkzswo,0.583,0.547,0.81,41,160
fhmetkty,0.584,0.608,0.812,566,1759
mcxxbgfh,0.588,0.614,0.813,833,1047
hhkgkwwz,0.589,0.558,0.815,444,1828
rcirlpvy,0.589,0.508,0.816,698,1212
hufqajux,0.589,0.586,0.817,613,1480
mhypgfwg,0.593,0.617,0.819,235,381
utvaidkw,0.594,0.575,0.82,125,1682
ceszgtyq,0.596,0.589,0.821,504,1217
ngtlnumr,0.599,0.553,0.823,539,1821
uavdwudr,0.599,0.55,0.824,879,1945
fczikywm,0.601,0.442,0.826,779,1305
motolpjs,0.598,0.325,0.827,905,1128
frghdfyk,0.596,0.319,0.829,572,751
cxmldpwu,0.591,0.336,0.831,457,1399
tycyruyu,0.589,0.361,0.832,465,1685
zkyciafj,0.586,0.394,0.834,188,311
qpnepaxq,0.586,0.375,0.835,588,697
ngvqnjcq,0.583,0.3,0.837,553,803
bdtmkvcs,0.581,0.2,0.839,748,1791
hhjcfthk,0.58,0.075,0.84,415,653
eqyugisb,0.58,0.8,0.842,0,927
jimggzgi,0.581,0.625,0.844,520,1938
fkydsjlj,0.583,0.578,0.845,846,1757
arpwujqg,0.584,0.608,0.847,991,1504
wrkdxpnn,0.588,0.625,0.849,165,335
gzmawpsf,0.589,0.6,0.85,697,1375
uwmdeklh,0.591,0.575,0.852,728,1531
wnpapwwf,0.593,0.533,0.854,467,1209
phpuwmob,0.593,0.547,0.856,297,1366
mtvukphu,0.594,0.544,0.858,771,1570
ghcyqiir,0.594,0.456,0.86,37,1214
croyaqbe,0.593,0.314,0.861,990,1398
takazouj,0.591,0.469,0.863,976,1063
xacrietb,0.593,0.575,0.865,879,1325
pthcuizu,0.594,0.597,0.867,45,775
gjzkgcdy,0.599,0.6,0.869,805,1241
kzlvyfry,0.601,0.594,0.871,380,968
nybpjnrz,0.603,0.783,0.873,494,975
dffcfhff,0.604,0.864,0.875,601,1675
wlinwzdy,0.606,0.881,0.877,904,1774
dtokuixt,0.607,0.897,0.879,842,1505
eojntrwb,0.609,0.9,0.881,432,1579
iwgyjwmf,0.611,0.067,0.883,422,1963
cspdvira,0.607,0.164,0.885,951,1369
jijjinru,0.606,0.186,0.887,311,1016
pmaglzgp,0.603,0.203,0.889,979,1300
qnafzyvw,0.598,0.206,0.891,748,1552
ztffzuaf,0.594,0.214,0.894,488,1574
jmwzmjlc,0.586,0.225,0.896,832,1746
drlslfxd,0.578,0.242,0.898,36,601
aojvtrfl,0.57,0.258,0.9,829,1008
ocbjxclc,0.566,0.325,0.902,562,1578
vjgkexsz,0.566,0.411,0.904,180,1908
ycfyhflv,0.565,0.422,0.907,566,1785
rflelnfg,0.562,0.472,0.904,74,1658
rlcpaquc,0.562,0.486,0.9,493,1750
dzdcpmpe,0.56,0.506,0.896,492,1685
kszdarlr,0.562,0.55,0.892,158,1652
nifyvnxm,0.565,0.497,0.888,705,1084
ktodiuzq,0.563,0.397,0.885,551,1683
kwjsmgag,0.557,0.364,0.881,854,898
ivjdaymq,0.548,0.356,0.877,539,1801
ctgthsoi,0.542,0.339,0.873,166,223
xzhnnqgg,0.532,0.319,0.869,315,1890
vvmxkoej,0.524,0.317,0.865,739,1747
zwijefaq,0.516,0.325,0.861,292,1945
awyiwrud,0.507,0.336,0.857,680,1798
raqqbyov,0.502,0.344,0.853,346,1243
ufwyhayg,0.498,0.364,0.85,514,967
voecjrgz,0.496,0.408,0.846,254,1752
cezkdusq,0.496,0.0,0.842,77,1802
hnstrvka,0.496,0.939,0.838,576,1115
aqmmmyul,0.498,0.889,0.834,825,1912
zdavkkdu,0.499,0.875,0.83,61,1267
sokqceda,0.501,0.9,0.826,304,484
tmufncrr,0.502,0.892,0.823,79,1830
wtsreald,0.506,0.867,0.819,540,973
jkkyzmvc,0.509,0.847,0.815,843,1649
tjiojigo,0.516,0.844,0.811,257,807
izvemtra,0.521,0.864,0.807,160,1385
qpbmnori,0.524,0.864,0.803,101,1038
hnmcmeli,0.53,0.864,0.8,354,631
owegapue,0.537,0.875,0.796,363,1235
wluijbjg,0.543,0.878,0.792,662,1886
insuplqf,0.55,0.911,0.788,176,219
xjcewmxj,0.553,0.981,0.784,104,1784
sfqygxcu,0.55,0.994,0.781,79,1294
scybdoie,0.552,0.981,0.777,383,634
vobhhwzl,0.552,0.981,0.773,17,491
pcttugub,0.553,0.942,0.769,983,1514
wehxkozz,0.555,0.864,0.765,446,876
bzbnnvzz,0.558,0.85,0.762,838,1148
lifugubg,0.56,0.858,0.758,682,917
raxwtqez,0.563,0.856,0.754,60,1112
ryibtyov,0.565,0.875,0.75,99,195
vckgflbf,0.568,0.903,0.747,960,1939
tkjmbsdx,0.57,0.903,0.743,741,1346
xjpfxmxh,0.573,0.886,0.739,177,1870
ktpaxfis,0.575,0.906,0.735,472,1033
ejqvsbku,0.576,0.933,0.731,663,1627
ghvyjaid,0.576,0.031,0.728,817,1879
ybssiemp,0.575,0.125,0.724,20,1541
agppinac,0.575,0.208,0.72,881,1982
itfotjfa,0.575,0.225,0.717,333,1337
pxjzjshd,0.573,0.203,0.713,916,1002
zgnmirev,0.571,0.256,0.709,946,1600
qhjxlgbg,0.568,0.289,0.705,816,1033
suaduhya,0.566,0.311,0.702,358,1286
tjplwsey,0.565,0.283,0.698,139,1939
ymitxeop,0.562,0.283,0.694,432,883
tpnmtjqn,0.558,0.394,0.691,8,1286
zkckzsfj,0.56,0.425,0.687,769,1983
hxjhnjja,0.558,0.342,0.683,545,1409
mtpjvbgd,0.555,0.333,0.68,363,1067
ldkwfkmt,0.553,0.267,0.676,230,888
crfvbhfg,0.55,0.217,0.672,0,417
bmktqpcn,0.547,0.217,0.669,834,1629
rkmxecbd,0.548,0.261,0.665,88,1522
qyeawopp,0.542,0.258,0.662,434,566
lvpsiait,0.539,0.25,0.658,715,1459
mflpvmlp,0.534,0.25,0.654,840,1300
cedulsvt,0.53,0.239,0.651,630,1528
oanqnjgo,0.525,0.203,0.647,983,1267
ktxgbfdz,0.525,0.103,0.643,700,863
okmxfrip,0.524,0.067,0.64,524,1497
xubuquwk,0.522,0.0,0.636,5,1344
lkapkdmw,0.524,0.0,0.633,713,1135
pyazcetv,0.522,0.925,0.629,334,396
wbiqakko,0.525,0.842,0.626,873,1736
vjaylsiy,0.53,0.861,0.622,754,1610
doljympi,0.532,0.889,0.619,430,846
qwrlaezp,0.534,0.875,0.615,989,1363
jrnkdfrx,0.534,0.125,0.611,636,1011
jpucwfsu,0.532,0.156,0.608,637,650
wazldxwq,0.532,0.147,0.604,955,1004
ihsjnxui,0.53,0.222,0.601,708,1575
xdcqugvx,0.529,0.25,0.597,639,1787
sdflwvne,0.529,0.25,0.594,298,831
hrszaaju,0.525,0.239,0.591,197,524
apyyeuyj,0.522,0.2,0.587,578,1361
mlismffj,0.522,0.125,0.584,261,1252
qcvhfosy,0.522,0.261,0.58,171,1736
mesztvce,0.521,0.311,0.577,288,1298
ohdkqcwu,0.521,0.169,0.573,287,1422
oquwbizb,0.519,0.106,0.57,873,1772
impfekjx,0.519,0.125,0.567,193,295
pnblwvce,0.517,0.275,0.563,36,236
mdazgwxf,0.514,0.278,0.56,782,1928
ntaszitn,0.512,0.219,0.556,752,1067
togvjums,0.509,0.239,0.553,660,1922
rrwtepmd,0.509,0.375,0.55,608,701
esqmkskg,0.509,0.278,0.546,720,1299
dayrxeue,0.504,0.242,0.543,797,1081
gnrfgsji,0.501,0.219,0.54,693,938
vbjbgavv,0.496,0.2,0.536,716,1201
skeclohb,0.493,0.175,0.533,162,1636
fpvtflpb,0.491,0.147,0.53,342,378
rjkitiqx,0.489,0.017,0.527,891,1214
iwgsrwdr,0.491,0.956,0.524,601,1726
ovwtwieu,0.491,0.936,0.52,690,1326
xafwwpzt,0.494,0.906,0.517,784,1101
vuhdapsm,0.496,0.925,0.514,17,1331
jdizrmdr,0.498,0.903,0.511,93,1381
jokmsryt,0.499,0.0,0.508,111,205
unbsenmt,0.498,0.097,0.504,613,1698
kceljuyi,0.496,0.064,0.501,289,1855
ztlywznj,0.494,0.011,0.498,636,1884
pxplunve,0.496,0.003,0.495,260,489
lwdbpvqo,0.494,0.061,0.492,263,1464
hlmhrwys,0.493,0.05,0.489,718,782
ylwsywxg,0.493,0.067,0.486,794,1032
usgfkjqv,0.489,0.997,0.483,792,977
sevsjcbd,0.493,0.956,0.48,624,934
hfpmvsbb,0.492,0.067,0.477,479,1940
yrvsixwz,0.489,0.108,0.474,356,1809
qgeukuya,0.486,0.114,0.471,921,1736
fsjxkffk,0.484,0.122,0.468,806,1464
uvmiemdr,0.48,0.164,0.465,951,1419
txdjhxmb,0.475,0.183,0.462,662,1756
hsofjtqi,0.472,0.186,0.459,81,864
ulmkahlr,0.469,0.153,0.457,363,584
wkrticxr,0.469,0.1,0.454,68,476
kbixgagv,0.467,0.139,0.451,224,1103
dogynndx,0.465,0.125,0.448,846,1474
lxisvtyr,0.465,0.05,0.445,860,1962
wllskcnp,0.465,0.036,0.443,127,454
imupuxgb,0.464,0.953,0.44,956,1624
sfafnqwf,0.467,0.022,0.437,26,1978
dgpkifnv,0.464,0.125,0.434,503,793
wpxwkplt,0.464,0.05,0.432,930,1574
zfwwynvc,0.463,0.161,0.429,246,1143
cnokxxju,0.461,0.192,0.427,29,1671
lvuciyqs,0.459,0.181,0.424,515,901
aphjdfkg,0.457,0.206,0.422,858,935
tdwwmjul,0.454,0.075,0.419,724,794
bwnuahyd,0.457,0.861,0.416,436,1498
vkcaqkyl,0.459,0.022,0.414,321,702
tyaskkkw,0.458,0.153,0.412,802,924
augiuseb,0.455,0.214,0.409,46,1215
weagjvlv,0.452,0.275,0.407,181,779
yjejpmvj,0.451,0.292,0.405,621,1784
ouzvntsv,0.449,0.258,0.402,364,392
hibqzxbn,0.446,0.219,0.4,648,1952
fmnsnria,0.446,0.194,0.398,864,1706
payifkze,0.443,0.267,0.395,729,1968
xrzyggwi,0.44,0.35,0.393,984,1413
mnfijcjt,0.438,0.375,0.391,485,1554
zysvawap,0.435,0.367,0.386,57,1091
lsepkyls,0.431,0.369,0.378,358,1457
ondofesh,0.429,0.358,0.374,511,1122
dqlezqek,0.426,0.356,0.37,957,1864
jgkikjvd,0.424,0.347,0.365,158,384
jqnthgtr,0.421,0.258,0.361,566,1772
sjewdaod,0.418,0.114,0.357,504,1703
nmwubtcc,0.42,0.897,0.353,548,1596
dxsacbsh,0.422,0.875,0.349,560,1137
uemxtgrx,0.424,0.822,0.345,391,585
xafqwjmr,0.427,0.822,0.34,41,1749
xwkpojfo,0.427,0.036,0.336,545,756
fearybqt,0.426,0.981,0.332,924,1928
hfulpkqn,0.427,0.981,0.328,436,1880
yoeiropw,0.426,0.997,0.324,871,1994
uobnjtxl,0.427,0.936,0.32,630,1731
wgqzilsx,0.428,0.975,0.315,482,888
ztftqdbx,0.428,0.033,0.311,760,1724
lgmrvdeh,0.428,0.125,0.307,251,1014
acsyweze,0.425,0.181,0.303,780,1587
zxybyxwp,0.426,0.95,0.299,270,1260
uwznhpnj,0.426,0.9,0.295,667,1637
ifaqdgjw,0.427,0.925,0.29,504,1745
rfqsjwic,0.426,0.875,0.286,501,639
yshfwrxe,0.426,0.675,0.282,173,1419
gclkhvhs,0.426,0.425,0.278,497,1597
wrzfhkmj,0.426,0.531,0.274,231,303
jgvmyeng,0.426,0.675,0.27,891,1969
eezffcmz,0.427,0.9,0.265,519,1636
dbqowqnw,0.428,0.931,0.261,803,843
gylwiayj,0.428,0.936,0.257,16,1566
sleavoyk,0.429,0.836,0.253,177,758
nsjctour,0.43,0.656,0.249,705,1511
wqiuvajw,0.429,0.8,0.245,338,1574
oudyorgn,0.429,0.867,0.241,685,1923
eineiyfm,0.432,0.942,0.236,501,1452
dlibipaw,0.431,0.044,0.232,982,1434
wqbcswgq,0.432,0.783,0.228,130,1881
tiotxyca,0.435,0.772,0.224,74,1343
dwxgnixc,0.435,0.906,0.22,509,1033
agniqmze,0.435,0.211,0.212,377,1643
awzukchw,0.432,0.267,0.208,745,1909
onzntoww,0.43,0.314,0.203,427,1276
nryrhdvq,0.427,0.294,0.199,816,1357
oekymnpl,0.422,0.275,0.195,771,993
fnqvcevd,0.418,0.272,0.191,714,1644
buuqrmvu,0.413,0.283,0.187,599,848
gpkheqmu,0.409,0.283,0.183,153,195
edvpqjgt,0.406,0.275,0.179,20,193
iztizpct,0.401,0.283,0.175,872,1081
vitempag,0.397,0.297,0.171,747,911
zrhvxgzc,0.393,0.286,0.167,809,1275
cdhcidqq,0.389,0.256,0.163,426,1372
pvlhtnak,0.386,0.225,0.159,461,995
uvoabpqz,0.383,0.217,0.155,874,1238
fcbhtynq,0.379,0.214,0.151,190,1063
ixzqmmzr,0.375,0.189,0.147,932,1643
rxgitrjf,0.373,0.167,0.143,516,1124
ianwxicv,0.369,0.167,0.139,251,897
duphalnx,0.365,0.158,0.135,887,1808
jmlulwgj,0.363,0.172,0.131,473,848
pitddcui,0.36,0.183,0.127,607,1623
digqmxks,0.358,0.183,0.123,463,1636
eledpldx,0.355,0.147,0.119,963,1502
tbvxqfsy,0.355,0.028,0.115,226,447
psnzhfmx,0.356,0.094,0.111,325,1748
mibxlyow,0.353,0.197,0.107,285,1361
ssyfpidz,0.349,0.2,0.104,533,1267
wsdqzjni,0.348,0.2,0.1,958,1215
csmckika,0.345,0.222,0.096,477,1834
cggkvrqi,0.343,0.236,0.093,267,1021
duragzpv,0.34,0.272,0.089,126,1048
tblmwuiz,0.338,0.294,0.085,990,1417
qbyrelst,0.335,0.297,0.082,65,564
kcztcmqw,0.333,0.292,0.078,324,365
dtrzfkqt,0.331,0.278,0.075,716,810
hkjjzetr,0.327,0.175,0.069,790,1664
iwxidqdp,0.324,0.164,0.066,992,1066
ltawaimz,0.321,0.192,0.063,431,914
emejpucc,0.686,0.875,0.588,948,1021
zkbtwyvb,0.686,0.203,0.59,81,1303
zqlavapb,0.685,0.258,0.592,330,727
peijcvab,0.683,0.311,0.594,944,1918
hrbeyeet,0.681,0.272,0.596,393,1418
nujectfw,0.68,0.225,0.598,718,1339
gplbmgan,0.678,0.183,0.6,648,1349
lkkdthnn,0.676,0.194,0.602,291,729
krhccour,0.675,0.236,0.603,696,1630
kqtibnpz,0.673,0.25,0.606,103,1403
tqlbdrzq,0.67,0.25,0.608,615,1482
wdpjctad,0.668,0.275,0.61,239,811
byxgtlmb,0.665,0.3,0.612,476,854
psabfmcr,0.662,0.411,0.614,682,1363
vwpldqdm,0.663,0.481,0.616,284,1094
vktqodeu,0.662,0.375,0.618,216,1013
gamxlvqp,0.66,0.367,0.62,421,1883
qyvkkjhy,0.658,0.336,0.622,230,1271
flihwpbi,0.655,0.339,0.625,767,963
jfdvydgk,0.653,0.375,0.627,170,174
poiddiiv,0.652,0.392,0.629,286,1379
hpiasrxe,0.65,0.406,0.631,924,1049
usrqpntp,0.648,0.358,0.634,728,1249
gceqiffr,0.647,0.278,0.636,423,1548
tkfeesdm,0.647,0.15,0.638,437,1547
muazkngf,0.644,0.125,0.641,200,766
hwtyytbb,0.642,0.011,0.643,78,1713
zzeumhel,0.644,0.894,0.645,567,1520
ivnrfgfq,0.647,0.908,0.648,610,906
tiyelrqk,0.648,0.975,0.65,674,1800
qlzgpayg,0.648,0.008,0.653,648,1127
xwadxxcb,0.648,0.067,0.655,830,1991
kpeiimuv,0.645,0.067,0.658,428,714
ugxlylfi,0.645,0.072,0.66,562,788
qgsepgvw,0.642,0.094,0.663,697,1256
gjfyoolb,0.639,0.086,0.665,376,1368
tfbtrsap,0.635,0.072,0.668,108,215
ycilnknt,0.634,0.053,0.67,932,1274
kabecimb,0.633,0.061,0.673,717,1164
hijaaoal,0.631,0.053,0.675,330,1254
atlqpvkr,0.63,0.019,0.678,830,1851
hrheuakv,0.63,0.044,0.681,767,1772
eiolefyj,0.629,0.05,0.683,799,871
qbuafzbk,0.628,0.031,0.686,932,1450
pwvrlemi,0.628,0.042,0.689,804,1268
hlcovrcn,0.627,0.078,0.691,201,284
ltaxgmsn,0.624,0.122,0.694,821,960
pzusgenm,0.621,0.147,0.697,870,1511
jrzthivo,0.616,0.156,0.7,861,1687
geirzkyt,0.612,0.169,0.702,497,1624
mbwgdpxn,0.606,0.183,0.705,536,1522
gklsgibi,0.6,0.183,0.708,667,1354
mdqrljnh,0.594,0.172,0.711,968,1695
dqopaskr,0.589,0.158,0.713,817,1218
qygsnyjf,0.583,0.142,0.716,235,489
mlrcnqhq,0.575,0.125,0.722,30,1274
ymlzfccs,0.571,0.122,0.725,700,1327
ktbaxiyg,0.568,0.111,0.728,870,1500
ncgykdlf,0.566,0.106,0.731,614,1654
drcbqonx,0.563,0.036,0.733,250,987
toskcsrl,0.565,0.125,0.736,694,1674
fgensbqz,0.56,0.2,0.739,367,1075
osslhggg,0.558,0.178,0.742,643,1063
nyrclesz,0.555,0.175,0.745,334,1443
cmrqwfub,0.552,0.153,0.748,601,885
upeixcrr,0.55,0.15,0.751,546,1141
jytbytgr,0.548,0.5,0.754,820,1223
aqjrtvsv,0.55,0.489,0.757,77,1597
vudpkpqa,0.548,0.375,0.76,537,1583
xwujfjko,0.545,0.4,0.763,874,1556
urwjzxmn,0.545,0.625,0.766,612,1935
icwbcskw,0.548,0.625,0.769,840,1458
onlwegix,0.558,0.606,0.778,89,599
spkmygvt,0.56,0.639,0.779,796,853
zvnarvqe,0.563,0.625,0.78,960,1092
dluloxjl,0.565,0.544,0.781,471,674
pdliayco,0.565,0.525,0.782,582,1454
bergdmdf,0.565,0.472,0.783,222,1150
twsbhwci,0.563,0.475,0.784,772,1183
fwjmxkve,0.563,0.533,0.785,565,571
zuoognzv,0.565,0.608,0.786,301,947
eegsovyg,0.568,0.619,0.787,235,1226
hrfknbvd,0.568,0.589,0.788,918,1208
